#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2082775150990648e-14
-0.02000770390033722 , 1.35920453799e-13
-0.013950910866260002 , 2.54358260004e-11
-0.0078760944121 , 5.07357315468e-11
-0.0017832554690999994 , 7.60356370934e-11
0.004327605962800001 , 1.0133554264e-10
0.010456489417699999 , 1.26635448186e-10
0.016603393964499998 , 1.51935353733e-10
0.022768320301499997 , 1.77235259279e-10
0.48 , 1.868e-09
0.98 , 3.42e-09
1.33 , 4.4e-09
1.98 , 6.02e-09
2.48 , 7.16e-09
2.98 , 8.22e-09
3.48 , 9.2e-09
3.98 , 1.014e-08
