#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.5320634799990914e-16
-0.01 , 5.4215446112e-15
-0.00430184124139 , 1.22464179443e-12
0.0014168219005999995 , 2.44386204425e-12
0.007155986141000001 , 3.66308229407e-12
0.0129156482201 , 4.8823025439e-12
0.018695804863699997 , 6.10152279372e-12
0.024496452797599995 , 7.32074304354e-12
0.0303175887623 , 8.53996329336e-12
0.49 , 9.33e-11
0.99 , 1.69e-10
1.34 , 2.15e-10
1.99 , 2.93e-10
2.49 , 3.46e-10
2.99 , 3.96e-10
3.49 , 4.42e-10
3.99 , 4.86e-10
