#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.607851042098281e-10
-0.0900216768821701 , 6.23188031844e-09
-0.08963705113623299 , 6.31166806552e-09
-0.08806661484763 , 6.39145581259e-09
-0.08531054298858999 , 6.47124355967e-09
-0.08136900971644 , 6.55103130675e-09
-0.0762421897706 , 6.63081905383e-09
-0.0699302575411 , 6.7106068009e-09
-0.0624333874183 , 6.79039454798e-09
0.41000000000000003 , 8.51e-09
0.91 , 9.43e-09
1.26 , 9.94e-09
1.91 , 1.07e-08
2.41 , 1.13e-08
2.91 , 1.17e-08
3.41 , 1.22e-08
3.91 , 1.26e-08
