#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.7864328071941644e-12
-0.0199144523317227 , 7.65464502798e-11
-0.019450855335454 , 7.93429390718e-11
-0.01864121803694 , 8.21394278637e-11
-0.01748648929744 , 8.49359166556e-11
-0.01598761218658 , 8.77324054476e-11
-0.01414552398957 , 9.05288942395e-11
-0.0119611562982 , 9.33253830314e-11
-0.0094354350326 , 9.61218718234e-11
0.48 , 2.25e-10
0.98 , 2.9e-10
1.33 , 3.27e-10
1.98 , 3.86e-10
2.48 , 4.26e-10
2.98 , 4.63e-10
3.48 , 4.96e-10
3.98 , 5.26e-10
