#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.9356548422922218e-11
-0.37003629905404517 , 1.17765882314e-09
-0.36843030812917 , 1.19690139595e-09
-0.3637397682661 , 1.21614396875e-09
-0.3559690893063 , 1.23538654156e-09
-0.345122670563 , 1.25462911436e-09
-0.3312049007774 , 1.27387168717e-09
-0.3142201582497 , 1.29311425997e-09
-0.2941728107954 , 1.31235683278e-09
0.13 , 1.52e-09
0.63 , 1.66e-09
0.9800000000000001 , 1.74e-09
1.63 , 1.86e-09
2.13 , 1.94e-09
2.63 , 2.01e-09
3.13 , 2.08e-09
3.63 , 2.14e-09
