#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.1186117768817767e-10
-1.0500213069142774 , 7.43659602454e-10
-1.049127918548766 , 7.51096198478e-10
-1.04695687001076 , 7.58532794503e-10
-1.04351194189512 , 7.65969390527e-10
-1.0387968905896001 , 7.73405986552e-10
-1.0328154484931 , 7.80842582577e-10
-1.0255713242484001 , 7.88279178601e-10
-1.0170682030046 , 7.95715774626e-10
-0.55 , 9.49e-10
-0.050000000000000044 , 1.04e-09
0.30000000000000004 , 1.08e-09
0.95 , 1.16e-09
1.45 , 1.21e-09
1.95 , 1.26e-09
2.45 , 1.3e-09
2.95 , 1.34e-09
