#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.6264372180888875e-13
-0.01 , 1.27374369403e-11
-0.009005975434557001 , 5.56437787952e-11
-0.00794331705198 , 9.85501206502e-11
-0.00681202834472 , 1.41456462505e-10
-0.00561211327091 , 1.8436280436e-10
-0.0043435750901700005 , 2.27269146216e-10
-0.00300641752779 , 2.7017548807e-10
-0.0016006438434100004 , 3.13081829926e-10
0.49 , 4.46e-09
0.99 , 6.52e-09
1.34 , 7.64e-09
1.99 , 9.42e-09
2.49 , 1.06e-08
2.99 , 1.166e-08
3.49 , 1.264e-08
3.99 , 1.354e-08
