#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.9852013388618124e-11
-0.030096522431704197 , 4.17740293664e-10
-0.029813408416229998 , 4.30070039406e-10
-0.029021070238086 , 4.42399785147e-10
-0.027719829058039998 , 4.54729530889e-10
-0.025910005556649997 , 4.6705927663e-10
-0.023591920021569998 , 4.79389022372e-10
-0.020765892274789997 , 4.91718768113e-10
-0.0174322417309 , 5.04048513854e-10
0.47 , 9.5e-10
0.97 , 1.17e-09
1.32 , 1.29e-09
1.97 , 1.49e-09
2.47 , 1.61e-09
2.97 , 1.73e-09
3.47 , 1.84e-09
3.97 , 1.94e-09
