#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.756663791740452e-10
-0.900427509396104 , 4.11048561247e-09
-0.900246013689321 , 4.12872243453e-09
-0.8987462653371 , 4.1469592566e-09
-0.89592914164532 , 4.16519607866e-09
-0.8917955189012 , 4.18343290072e-09
-0.8863462724461 , 4.20166972279e-09
-0.8795822765736 , 4.21990654485e-09
-0.8715044046461 , 4.23814336691e-09
-0.4 , 4.61e-09
0.09999999999999998 , 4.81e-09
0.45000000000000007 , 4.92e-09
1.1 , 5.1e-09
1.6 , 5.21e-09
2.1 , 5.32e-09
2.6 , 5.41e-09
3.1 , 5.51e-09
