#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.1663604749773085e-10
-0.35029650436772497 , 2.37848800225e-09
-0.34831825558795 , 2.40924563549e-09
-0.34290608568845 , 2.44000326872e-09
-0.33406344691469997 , 2.47076090195e-09
-0.3217937856476 , 2.50151853519e-09
-0.3061005423748 , 2.53227616842e-09
-0.28698715178469997 , 2.56303380165e-09
-0.2644570427161 , 2.59379143489e-09
0.15000000000000002 , 2.9e-09
0.65 , 3.11e-09
1.0 , 3.22e-09
1.65 , 3.41e-09
2.15 , 3.53e-09
2.65 , 3.64e-09
3.15 , 3.74e-09
3.65 , 3.83e-09
