#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.251668482140331e-11
-0.020479648180772 , 5.83940210001e-10
-0.01761404481251 , 7.34382508107e-10
-0.004886349528100001 , 8.84824806213e-10
0.017697507650600002 , 1.03526710432e-09
0.0501316029299 , 1.18570940243e-09
0.092410018395 , 1.33615170053e-09
0.144526842535 , 1.48659399864e-09
0.20647616971500002 , 1.63703629674e-09
0.48 , 2.13e-09
0.98 , 2.74e-09
1.33 , 3.07e-09
1.98 , 3.6e-09
2.48 , 3.94e-09
2.98 , 4.25e-09
3.48 , 4.54e-09
3.98 , 4.81e-09
