#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.1612740815878852e-10
-0.050345269538229 , 7.73947333451e-10
-0.050121484117699004 , 7.90931179897e-10
-0.049298492402886 , 8.07915026344e-10
-0.04787660947186 , 8.2489887279e-10
-0.04585614995158 , 8.41882719237e-10
-0.04323742809065 , 8.58866565683e-10
-0.04002075789031 , 8.7585041213e-10
-0.0362064529007 , 8.92834258577e-10
0.45 , 1.45e-09
0.95 , 1.73e-09
1.3 , 1.89e-09
1.95 , 2.13e-09
2.45 , 2.29e-09
2.95 , 2.43e-09
3.45 , 2.57e-09
3.95 , 2.69e-09
