#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.344210618395481e-16
-0.03000359780460712 , 2.98025871831e-14
-0.0190939436482 , 3.58602056872e-12
-0.007840870535099999 , 7.14223855026e-12
0.003755043663400001 , 1.06984565318e-11
0.0156932233101 , 1.42546745133e-11
0.0279730949939 , 1.78108924949e-11
0.040594087501400006 , 2.13671104764e-11
0.053555631808800006 , 2.4923328458e-11
0.47 , 1.09e-10
0.97 , 1.8e-10
1.32 , 2.21e-10
1.97 , 2.87e-10
2.47 , 3.31e-10
2.97 , 3.72e-10
3.47 , 4.1e-10
3.97 , 4.46e-10
