#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.1646350345705187e-13
-0.33 , 2.8168586431e-12
-0.329381839672424 , 6.29427709515e-12
-0.32852142414602004 , 9.77169554719e-12
-0.32741890111545 , 1.32491139992e-11
-0.32607441814442 , 1.67265324513e-11
-0.3244881226329 , 2.02039509033e-11
-0.32266016183174 , 2.36813693554e-11
-0.32059068284987 , 2.71587878074e-11
0.16999999999999998 , 2.14e-10
0.6699999999999999 , 3.05e-10
1.02 , 3.55e-10
1.67 , 4.35e-10
2.17 , 4.88e-10
2.67 , 5.36e-10
3.17 , 5.8e-10
3.67 , 6.22e-10
