#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.4395299698461395e-11
-0.3699929463301669 , 1.09731439067e-09
-0.369278246174072 , 1.10785916352e-09
-0.3670108073212 , 1.11840393636e-09
-0.36319268258114 , 1.1289487092e-09
-0.3578259202123 , 1.13949348204e-09
-0.3509125639258 , 1.15003825488e-09
-0.3424546529142 , 1.16058302772e-09
-0.3324542218444 , 1.17112780056e-09
0.13 , 1.36e-09
0.63 , 1.47e-09
0.9800000000000001 , 1.53e-09
1.63 , 1.62e-09
2.13 , 1.69e-09
2.63 , 1.74e-09
3.13 , 1.8e-09
3.63 , 1.85e-09
