#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 9.251503508334646e-11
-0.49 , 8.73547878924e-09
-0.48841171861043997 , 8.78927324886e-09
-0.48473936398863 , 8.84306770848e-09
-0.4789836959483 , 8.8968621681e-09
-0.4711454738956 , 8.95065662771e-09
-0.46122545677119997 , 9.00445108733e-09
-0.4492244029918 , 9.05824554695e-09
-0.4351430704794 , 9.11204000657e-09
0.010000000000000009 , 9.88e-09
0.51 , 1.04e-08
0.8600000000000001 , 1.06e-08
1.51 , 1.1e-08
2.01 , 1.13e-08
2.51 , 1.15e-08
3.01 , 1.18e-08
3.51 , 1.2e-08
