#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.4134043099946183e-10
-0.42 , 2.0541869426e-09
-0.41883350057644 , 2.06405111426e-09
-0.41707120652602 , 2.07391528591e-09
-0.41471344798803 , 2.08377945757e-09
-0.41176055478164997 , 2.09364362922e-09
-0.4082128563913 , 2.10350780088e-09
-0.40407068202499996 , 2.11337197253e-09
-0.3993343605561 , 2.12323614419e-09
0.08000000000000002 , 2.44e-09
0.5800000000000001 , 2.6e-09
0.9300000000000002 , 2.69e-09
1.58 , 2.83e-09
2.08 , 2.92e-09
2.58 , 3.01e-09
3.08 , 3.09e-09
3.58 , 3.16e-09
