#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.0575110438951524e-14
-0.06 , 1.2665393287e-13
-0.054636774907119996 , 3.29503375802e-11
-0.048255495729399994 , 6.57740212276e-11
-0.0408565317362 , 9.8597704875e-11
-0.0324402520224 , 1.31421388522e-10
-0.023007025362499996 , 1.6424507217e-10
-0.012557220298299997 , 1.97068755817e-10
-0.0010912051389000005 , 2.29892439464e-10
0.44 , 8.67e-10
0.94 , 1.27e-09
1.29 , 1.5e-09
1.94 , 1.85e-09
2.44 , 2.09e-09
2.94 , 2.3e-09
3.44 , 2.5e-09
3.94 , 2.68e-09
