#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.4896298694983854e-11
-0.2 , 5.43942594858e-10
-0.199211280286545 , 5.48940315622e-10
-0.19788239578629002 , 5.53938036387e-10
-0.19601386357244002 , 5.58935757151e-10
-0.19360619986692001 , 5.63933477916e-10
-0.19065992008764002 , 5.6893119868e-10
-0.1871755388158 , 5.73928919445e-10
-0.1831535698177 , 5.78926640209e-10
0.3 , 7.5e-10
0.8 , 8.38e-10
1.1500000000000001 , 8.86e-10
1.8 , 9.63e-10
2.3 , 1.01e-09
2.8 , 1.06e-09
3.3 , 1.1e-09
3.8 , 1.14e-09
