#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.107094520472713e-10
-0.05 , 1.65899298158e-09
-0.04687185211224 , 1.70572185171e-09
-0.04163674925512 , 1.75245072185e-09
-0.0342955539207 , 1.79917959198e-09
-0.024849128062500003 , 1.84590846211e-09
-0.013298333008400005 , 1.89263733224e-09
0.0003559705684999942 , 1.93936620238e-09
0.0161129224754 , 1.98609507251e-09
0.45 , 2.62e-09
0.95 , 3.02e-09
1.3 , 3.25e-09
1.95 , 3.6e-09
2.45 , 3.83e-09
2.95 , 4.04e-09
3.45 , 4.24e-09
3.95 , 4.42e-09
