#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.4076787290195387e-09
-3.57 , 2.99213096827e-08
-3.56803815165069 , 3.00175118961e-08
-3.5630784904863697 , 3.01137141094e-08
-3.5551219290284997 , 3.02099163228e-08
-3.5441693796241 , 3.03061185362e-08
-3.5302217541542 , 3.04023207496e-08
-3.5132799636852 , 3.0498522963e-08
-3.493344919167 , 3.05947251764e-08
-3.07 , 3.16e-08
-2.57 , 3.23e-08
-2.2199999999999998 , 3.27e-08
-1.5699999999999998 , 3.33e-08
-1.0699999999999998 , 3.37e-08
-0.5699999999999998 , 3.41e-08
-0.06999999999999984 , 3.44e-08
0.43000000000000016 , 3.47e-08
