#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.697324377908942e-10
-1.81 , 1.06641622429e-08
-1.809401506909635 , 1.07268224143e-08
-1.80653119064169 , 1.07894825858e-08
-1.8013901817053601 , 1.08521427573e-08
-1.7939796100277001 , 1.09148029287e-08
-1.784300603848 , 1.09774631002e-08
-1.7723542907066 , 1.10401232717e-08
-1.7581417966308 , 1.11027834431e-08
-1.31 , 1.2e-08
-0.81 , 1.25e-08
-0.45999999999999996 , 1.28e-08
0.18999999999999995 , 1.32e-08
0.69 , 1.35e-08
1.19 , 1.38e-08
1.69 , 1.41e-08
2.19 , 1.43e-08
