#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.205706523572454e-14
-0.0100135333102662 , 3.4580525208e-13
-0.00843603887712 , 2.67359090194e-12
-0.0068548235629 , 5.00137655181e-12
-0.005269887615000001 , 7.32916220168e-12
-0.00368123128079 , 9.65694785152e-12
-0.00208885483677 , 1.19847335014e-11
-0.0004927585448600003 , 1.43125191513e-11
0.0011070573184000006 , 1.66403048011e-11
0.49 , 5.628e-10
0.99 , 9.66e-10
1.34 , 1.204e-09
1.99 , 1.5876e-09
2.49 , 1.848e-09
2.99 , 2.086e-09
3.49 , 2.31e-09
3.99 , 2.52e-09
