#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.157256451170085e-14
-1.04789908949242 , 4.97953006016e-13
-1.04586615775843 , 9.95122274381e-13
-1.04382671665444 , 1.49229154275e-12
-1.04178076772296 , 1.98946081111e-12
-1.0397283125101 , 2.48663007948e-12
-1.0376693525512 , 2.98379934784e-12
-1.0356038893922 , 3.48096861621e-12
-0.55 , 9.29e-11
-0.050000000000000044 , 1.59e-10
0.30000000000000004 , 1.98e-10
0.95 , 2.62e-10
1.45 , 3.06e-10
1.95 , 3.46e-10
2.45 , 3.84e-10
2.95 , 4.19e-10
