#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 2.0890489956e-09
0.000744235643651 , 2.12854995923e-09
0.0024061416625 , 2.16805092285e-09
0.00498541467823 , 2.20755188648e-09
0.00848175125429 , 2.24705285011e-09
0.012894848187 , 2.28655381373e-09
0.0182244026219 , 2.32605477736e-09
0.0244701116462 , 2.36555574099e-09
0.5000, 3.35e-09 
1.0000, 3.87e-09 
1.3500, 4.16e-09 
2.0000, 4.61e-09 
2.5000, 4.91e-09 
3.0000, 5.18e-09 
3.5000, 5.43e-09 
4.0000, 5.66e-09 
