#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 5.5701893504e-14
0.00371248344891 , 1.6513174466e-11
0.00743256183341 , 3.29706470384e-11
0.0111602349207 , 4.9428119611e-11
0.0148955027107 , 6.58855921834e-11
0.0186383652035 , 8.2343064756e-11
0.0223888221662 , 9.88005373284e-11
0.0261468735989 , 1.15258009901e-10
0.5 , 1.958e-09
1.0 , 3.58e-09
1.35 , 4.56e-09
2.0 , 6.24e-09
2.5 , 7.38e-09
3.0 , 8.46e-09
3.5 , 9.46e-09
4.0 , 1.04e-08
