#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.0578498074147548e-14
-0.01 , 9.19992561273e-14
-0.00882508668816 , 1.0660284385e-11
-0.00727147535305 , 2.12285695138e-11
-0.0053393808828 , 3.17968546426e-11
-0.0030290179327100005 , 4.23651397715e-11
-0.0003406008816100002 , 5.29334249003e-11
0.0027256561391000005 , 6.35017100292e-11
0.006169539303499999 , 7.4069995158e-11
0.49 , 5.03e-10
0.99 , 7.22e-10
1.34 , 8.44e-10
1.99 , 1.03e-09
2.49 , 1.16e-09
2.99 , 1.28e-09
3.49 , 1.38e-09
3.99 , 1.48e-09
