#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.057453884476726e-11
-0.2700749017417547 , 5.02659575163e-10
-0.269819220793142 , 5.09377062323e-10
-0.26883409222821003 , 5.16094549483e-10
-0.26712071212707 , 5.22812036643e-10
-0.26468027238618 , 5.29529523803e-10
-0.2615139607474 , 5.36247010963e-10
-0.2576229607762 , 5.42964498123e-10
-0.253008451949 , 5.49681985283e-10
0.22999999999999998 , 7.49e-10
0.73 , 8.51e-10
1.08 , 9.09e-10
1.73 , 9.99e-10
2.23 , 1.06e-09
2.73 , 1.11e-09
3.23 , 1.17e-09
3.73 , 1.21e-09
