#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.473241225595418e-10
-0.87 , 1.53121479054e-09
-0.8673162839924 , 1.54652693845e-09
-0.8596141337667 , 1.56183908635e-09
-0.8469080273254 , 1.57715123426e-09
-0.8292123730799 , 1.59246338216e-09
-0.8065415103383999 , 1.60777553007e-09
-0.7789097097676 , 1.62308767797e-09
-0.74633117388 , 1.63839982588e-09
-0.37 , 1.75e-09
0.13 , 1.83e-09
0.4800000000000001 , 1.88e-09
1.13 , 1.96e-09
1.63 , 2.01e-09
2.13 , 2.06e-09
2.63 , 2.1e-09
3.13 , 2.14e-09
