#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.887173753496329e-14
-0.02 , 4.506396706e-13
-0.01817703502777 , 3.21724686514e-12
-0.01635043661692 , 5.98385405968e-12
-0.0145202049712 , 8.75046125422e-12
-0.01268634023611 , 1.15170684488e-11
-0.01084884262993 , 1.42836756433e-11
-0.0090077122836 , 1.70502828378e-11
-0.007162949386400001 , 1.98168900324e-11
0.48 , 6.132e-10
0.98 , 1.0696e-09
1.33 , 1.344e-09
1.98 , 1.7892e-09
2.48 , 2.0944e-09
2.98 , 2.3744e-09
3.48 , 2.6348e-09
3.98 , 2.884e-09
