#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.4318634048274652e-11
-0.2 , 1.57897939453e-10
-0.199776331918838 , 1.60566733287e-10
-0.199233816393826 , 1.63235527121e-10
-0.19837331364688002 , 1.65904320954e-10
-0.19719567874854002 , 1.68573114788e-10
-0.19570176164707 , 1.71241908622e-10
-0.19389240724850001 , 1.73910702456e-10
-0.1917684554166 , 1.7657949629e-10
0.3 , 3.07e-10
0.8 , 3.73e-10
1.1500000000000001 , 4.1e-10
1.8 , 4.69e-10
2.3 , 5.09e-10
2.8 , 5.44e-10
3.3 , 5.77e-10
3.8 , 6.08e-10
