#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.2664302775194067e-14
-0.049967880750773505 , 3.66069492132e-13
-0.0390245076131 , 3.05250980499e-12
-0.0279813580826 , 5.73895011785e-12
-0.016838467316800006 , 8.42539043071e-12
-0.005595870455000006 , 1.11118307436e-11
0.005746397400099995 , 1.37982710564e-11
0.017188301156399993 , 1.64847113693e-11
0.028729805743899994 , 1.91711516822e-11
0.45 , 1.04e-10
0.95 , 1.85e-10
1.3 , 2.34e-10
1.95 , 3.14e-10
2.45 , 3.69e-10
2.95 , 4.2e-10
3.45 , 4.68e-10
3.95 , 5.13e-10
