#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.9498639258979577e-10
-0.42 , 2.88421692818e-09
-0.41705615354469 , 2.92580988025e-09
-0.41257765884977 , 2.96740283232e-09
-0.4065653094021 , 3.00899578439e-09
-0.3990198978153 , 3.05058873646e-09
-0.38994221565549997 , 3.09218168853e-09
-0.3793330539064 , 3.1337746406e-09
-0.36719320250439996 , 3.17536759267e-09
0.08000000000000002 , 3.87e-09
0.5800000000000001 , 4.29e-09
0.9300000000000002 , 4.53e-09
1.58 , 4.9e-09
2.08 , 5.14e-09
2.58 , 5.36e-09
3.08 , 5.56e-09
3.58 , 5.75e-09
