#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.886707386695757e-14
-0.01 , 2.52703072011e-13
-0.008799425549810001 , 2.25152210399e-12
-0.00759235481906 , 4.25034113596e-12
-0.0063787880260500005 , 6.24916016794e-12
-0.00515872534539 , 8.24797919992e-12
-0.00393216699536 , 1.02467982319e-11
-0.00269911316514 , 1.22456172639e-11
-0.0014595640584600007 , 1.42444362959e-11
0.49 , 4.86e-10
0.99 , 7.77e-10
1.34 , 9.43e-10
1.99 , 1.2e-09
2.49 , 1.38e-09
2.99 , 1.54e-09
3.49 , 1.68e-09
3.99 , 1.82e-09
