#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.28006419840456e-17
-0.010710502907168 , 5.49029969277e-16
-0.00518416609499 , 1.35892554122e-11
0.0005152592295999993 , 2.71779617944e-11
0.006387747047700001 , 4.07666681765e-11
0.0124332713115 , 5.43553745587e-11
0.018651806031099998 , 6.79440809409e-11
0.0250433251879 , 8.15327873231e-11
0.0316078027629 , 9.51214937053e-11
0.49 , 6.76e-10
0.99 , 1.07e-09
1.34 , 1.29e-09
1.99 , 1.63e-09
2.49 , 1.86e-09
2.99 , 2.07e-09
3.49 , 2.27e-09
3.99 , 2.45e-09
