#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.939481816702225e-13
-0.890118332049169 , 4.36698614534e-10
-0.889777906741656 , 4.41065600679e-10
-0.88897534184129 , 4.45432586825e-10
-0.88771154615155 , 4.4979957297e-10
-0.88598742449598 , 4.54166559115e-10
-0.88380387776182 , 4.58533545261e-10
-0.8811618029073001 , 4.62900531406e-10
-0.8780620930198 , 4.67267517552e-10
-0.39 , 6.37e-10
0.10999999999999999 , 7.22e-10
0.4600000000000001 , 7.7e-10
1.1099999999999999 , 8.46e-10
1.6099999999999999 , 8.97e-10
2.11 , 9.44e-10
2.61 , 9.87e-10
3.11 , 1.03e-09
