#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 8.181188883789843e-11
-0.02 , 7.23192507219e-10
-0.0174365344242 , 7.47813557494e-10
-0.01117118050344 , 7.72434607769e-10
-0.0012090452177999991 , 7.97055658043e-10
0.012444776486999997 , 8.21676708318e-10
0.0297852015833 , 8.46297758593e-10
0.050807158990599996 , 8.70918808868e-10
0.0755055894592 , 8.95539859143e-10
0.48 , 1.12e-09
0.98 , 1.28e-09
1.33 , 1.37e-09
1.98 , 1.51e-09
2.48 , 1.61e-09
2.98 , 1.69e-09
3.48 , 1.77e-09
3.98 , 1.84e-09
