#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.445175991868487e-13
-1.87879195437e-05 , 8.8983560239e-13
0.00183353910688 , 6.98909337378e-12
0.00369798828615 , 1.30883511452e-11
0.00557455900707 , 1.91876089165e-11
0.00746325062937 , 2.52868666879e-11
0.00936406251276 , 3.13861244592e-11
0.0112769940461 , 3.74853822308e-11
0.013202044589 , 4.35846400021e-11
0.5 , 1.0304e-09
1.0 , 1.6716e-09
1.35 , 2.0384e-09
2.0 , 2.618e-09
2.5 , 2.996e-09
3.0 , 3.36e-09
3.5 , 3.696e-09
4.0 , 4.004e-09
