#delta(loglike), fluxes [ph/cm^2/s]
2.73487967206e-05 , 1.2909091721e-12
0.0013032797433 , 4.70646457406e-12
0.0026887140848 , 8.12201997602e-12
0.0041835899392 , 1.1537575378e-11
0.00578784548998 , 1.49531307799e-11
0.00750141900789 , 1.83686861819e-11
0.00932424882194 , 2.17842415839e-11
0.0112562733557 , 2.51997969858e-11
0.5000, 2.85e-10 
1.0000, 4.18e-10 
1.3500, 4.92e-10 
2.0000, 6.09e-10 
2.5000, 6.88e-10 
3.0000, 7.59e-10 
3.5000, 8.25e-10 
4.0000, 8.87e-10 
