#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.3837992416545934e-15
-0.0099802948550496 , 8.43486777998e-15
-0.00479793444698 , 1.75924347809e-12
0.00046762668559999915 , 3.51005208841e-12
0.005816318053099999 , 5.26086069872e-12
0.0112480693008 , 7.01166930903e-12
0.0167628102156 , 8.76247791935e-12
0.022360470730099995 , 1.05132865297e-11
0.028040980904 , 1.226409514e-11
0.49 , 1.11e-10
0.99 , 1.82e-10
1.34 , 2.23e-10
1.99 , 2.89e-10
2.49 , 3.34e-10
2.99 , 3.75e-10
3.49 , 4.13e-10
3.99 , 4.49e-10
