#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.234475745524569e-10
-0.01 , 3.21841715157e-09
-0.007686339702340001 , 3.23775243756e-09
-0.0030898152306300004 , 3.25708772355e-09
0.003787100637299999 , 3.27642300953e-09
0.012941939714699998 , 3.29575829552e-09
0.0243722383041 , 3.31509358151e-09
0.038075537277299995 , 3.33442886749e-09
0.054049382002799996 , 3.35376415348e-09
0.49 , 3.61e-09
0.99 , 3.77e-09
1.34 , 3.86e-09
1.99 , 4e-09
2.49 , 4.1e-09
2.99 , 4.18e-09
3.49 , 4.26e-09
3.99 , 4.33e-09
