#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.7944292924749435e-12
-0.9690463090851 , 5.66434953512e-11
-0.9570579786418 , 1.12820806692e-10
-0.9440355093579 , 1.68998118033e-10
-0.9299794014409 , 2.25175429374e-10
-0.9148901547492 , 2.81352740715e-10
-0.8987682686606 , 3.37530052056e-10
-0.8816142421751 , 3.93707363398e-10
-0.48 , 1.2516e-09
0.020000000000000018 , 1.9264e-09
0.3700000000000001 , 2.3044e-09
1.02 , 2.912e-09
1.52 , 3.304e-09
2.02 , 3.668e-09
2.52 , 3.976e-09
3.02 , 4.284e-09
