#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.8093329037033108e-10
-0.01 , 1.7460307791e-09
-0.007708490653170001 , 1.76009346143e-09
-0.0028676291601700005 , 1.77415614376e-09
0.0045184987705 , 1.78821882608e-09
0.0144458184025 , 1.80228150841e-09
0.026910265949699995 , 1.81634419074e-09
0.0419077885074 , 1.83040687307e-09
0.059434344029999996 , 1.84446955539e-09
0.49 , 2.02e-09
0.99 , 2.13e-09
1.34 , 2.19e-09
1.99 , 2.29e-09
2.49 , 2.35e-09
2.99 , 2.41e-09
3.49 , 2.47e-09
3.99 , 2.52e-09
