#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 3.41354207649e-09
0.00108435057336 , 3.43159392938e-09
0.00415550243633 , 3.44964578227e-09
0.00921145554457 , 3.46769763516e-09
0.0162502132371 , 3.48574948806e-09
0.0252697823016 , 3.50380134095e-09
0.0362681729239 , 3.52185319384e-09
0.049243398651 , 3.53990504673e-09
0.5000, 3.81e-09 
1.0000, 3.98e-09 
1.3500, 4.07e-09 
2.0000, 4.21e-09 
2.5000, 4.30e-09 
3.0000, 4.39e-09 
3.5000, 4.46e-09 
4.0000, 4.54e-09 
