#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.3989288151362517e-14
-1.2099985083268257 , 9.10209645217e-14
-1.1993436442653 , 2.87050449532e-12
-1.188485500651 , 5.64998802613e-12
-1.177424346054 , 8.42947155693e-12
-1.1661604482369 , 1.12089550877e-11
-1.1546940741473 , 1.39884386185e-11
-1.1430254899178 , 1.67679221493e-11
-1.1311549608772 , 1.95474056801e-11
-0.71 , 9.73e-11
-0.20999999999999996 , 1.65e-10
0.14000000000000012 , 2.05e-10
0.79 , 2.69e-10
1.29 , 3.13e-10
1.79 , 3.54e-10
2.29 , 3.92e-10
2.79 , 4.28e-10
