#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.401353685203837e-11
-0.42009466630217496 , 6.60926297527e-10
-0.419319805359846 , 6.67535560502e-10
-0.41760105779205 , 6.74144823477e-10
-0.41493961518237 , 6.80754086452e-10
-0.41133666662237 , 6.87363349428e-10
-0.40679339868979997 , 6.93972612403e-10
-0.40131099547029997 , 7.00581875378e-10
-0.3948906385685 , 7.07191138354e-10
0.08000000000000002 , 8.7e-10
0.5800000000000001 , 9.58e-10
0.9300000000000002 , 1.01e-09
1.58 , 1.08e-09
2.08 , 1.13e-09
2.58 , 1.18e-09
3.08 , 1.22e-09
3.58 , 1.26e-09
