#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.385789449617059e-14
-0.0100693166366545 , 2.10170132342e-13
0.0004052329842999993 , 2.92246219689e-11
0.012843322251000001 , 5.82390738054e-11
0.027243283557499998 , 8.72535256419e-11
0.043603452033699995 , 1.16267977478e-10
0.06192216556 , 1.45282429315e-10
0.0821977648104 , 1.74296881151e-10
0.104428593166 , 2.03311332988e-10
0.49 , 5.23e-10
0.99 , 7.82e-10
1.34 , 9.26e-10
1.99 , 1.15e-09
2.49 , 1.3e-09
2.99 , 1.44e-09
3.49 , 1.56e-09
3.99 , 1.68e-09
