#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.3506745851001034e-13
-0.020180207993253 , 3.85141090513e-11
-0.019544931113633 , 4.20760747959e-11
-0.01874508759967 , 4.56380405405e-11
-0.01778074498317 , 4.92000062851e-11
-0.01665197076683 , 5.27619720297e-11
-0.01535883238786 , 5.63239377743e-11
-0.013901397258010002 , 5.98859035189e-11
-0.01227973272355 , 6.34478692635e-11
0.48 , 2.97e-10
0.98 , 4.09e-10
1.33 , 4.72e-10
1.98 , 5.7e-10
2.48 , 6.35e-10
2.98 , 6.94e-10
3.48 , 7.49e-10
3.98 , 8e-10
