#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.7737118498011725e-15
-0.04 , 8.0397544623e-14
-0.029606896160700003 , 2.58521789225e-12
-0.01904508996 , 5.09003823988e-12
-0.008314781661300001 , 7.5948585875e-12
0.0025838289811999995 , 1.00996789351e-11
0.013650542802600002 , 1.26044992828e-11
0.024885161136799998 , 1.51093196304e-11
0.036287485888300004 , 1.7614139978e-11
0.46 , 9.23e-11
0.96 , 1.58e-10
1.31 , 1.97e-10
1.96 , 2.6e-10
2.46 , 3.03e-10
2.96 , 3.42e-10
3.46 , 3.8e-10
3.96 , 4.15e-10
