#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.627249588662681e-11
-0.27 , 5.03596549273e-10
-0.269684258895286 , 5.09206097858e-10
-0.2688593002272 , 5.14815646444e-10
-0.26752580995846004 , 5.20425195029e-10
-0.26568447210913004 , 5.26034743615e-10
-0.26333596876386 , 5.316442922e-10
-0.26048098008643 , 5.37253840785e-10
-0.2571201843416 , 5.42863389371e-10
0.22999999999999998 , 7.47e-10
0.73 , 8.5e-10
1.08 , 9.07e-10
1.73 , 9.97e-10
2.23 , 1.06e-09
2.73 , 1.11e-09
3.23 , 1.16e-09
3.73 , 1.21e-09
