#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.983918346824325e-12
-0.48 , 1.79489662374e-09
-0.479790642468724 , 1.81252677444e-09
-0.47767573655116996 , 1.83015692514e-09
-0.47365717168257 , 1.84778707584e-09
-0.4677368341186 , 1.86541722654e-09
-0.4599166069279 , 1.88304737724e-09
-0.4501983699997 , 1.90067752794e-09
-0.43858400008 , 1.91830767864e-09
0.020000000000000018 , 2.2e-09
0.52 , 2.36e-09
0.8700000000000001 , 2.45e-09
1.52 , 2.59e-09
2.02 , 2.69e-09
2.52 , 2.77e-09
3.02 , 2.85e-09
3.52 , 2.92e-09
