#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 5.051617208608025e-15
-0.27995881540235135 , 9.74945474802e-14
-0.27868575594155004 , 9.08844966325e-13
-0.27740861338796 , 1.72019538517e-12
-0.27612738801807 , 2.53154580402e-12
-0.27484208010836003 , 3.34289622286e-12
-0.27355268996442 , 4.15424664171e-12
-0.27225921784819 , 4.96559706055e-12
-0.27096166406525 , 5.7769474794e-12
0.21999999999999997 , 2.18e-10
0.72 , 3.61e-10
1.07 , 4.43e-10
1.72 , 5.76e-10
2.2199999999999998 , 6.65e-10
2.7199999999999998 , 7.46e-10
3.2199999999999998 , 8.22e-10
3.7199999999999998 , 8.93e-10
