#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.067960305448379e-12
-0.28 , 6.54143804032e-12
-0.27899459906737 , 9.25708004106e-12
-0.27796253548993005 , 1.19727220418e-11
-0.27690381161054 , 1.46883640425e-11
-0.27581842981570004 , 1.74040060433e-11
-0.27470639243373 , 2.0119648044e-11
-0.27356770182203005 , 2.28352900448e-11
-0.27240236035257004 , 2.55509320455e-11
0.21999999999999997 , 4.27e-10
0.72 , 6.35e-10
1.07 , 7.5e-10
1.72 , 9.32e-10
2.2199999999999998 , 1.05e-09
2.7199999999999998 , 1.16e-09
3.2199999999999998 , 1.26e-09
3.7199999999999998 , 1.36e-09
