#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.991145232392407e-12
-0.0600127549647004 , 9.7828191778e-11
-0.059752088035166 , 1.0034079573e-10
-0.059214752991975 , 1.02853399682e-10
-0.05840142155153 , 1.05366003634e-10
-0.057312761795909994 , 1.07878607586e-10
-0.055949438176469996 , 1.10391211538e-10
-0.05431211155752 , 1.12903815491e-10
-0.05240143925272 , 1.15416419443e-10
0.44 , 2.48e-10
0.94 , 3.14e-10
1.29 , 3.51e-10
1.94 , 4.11e-10
2.44 , 4.51e-10
2.94 , 4.87e-10
3.44 , 5.2e-10
3.94 , 5.51e-10
