#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.783588215863551e-11
-0.21 , 1.13216697683e-09
-0.209737914433354 , 1.1375746694e-09
-0.20921025013463798 , 1.14298236197e-09
-0.20841712613124 , 1.14839005454e-09
-0.20735866134869999 , 1.15379774711e-09
-0.20603497461794 , 1.15920543968e-09
-0.20444618469714998 , 1.16461313225e-09
-0.20259241023537 , 1.17002082482e-09
0.29000000000000004 , 1.45e-09
0.79 , 1.59e-09
1.1400000000000001 , 1.66e-09
1.79 , 1.78e-09
2.29 , 1.85e-09
2.79 , 1.93e-09
3.29 , 1.99e-09
3.79 , 2.05e-09
