#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 3.2753665080667154e-15
-1.2100015820696717 , 9.73601242041e-14
-1.20875874149438 , 3.5050376036e-13
-1.2075151007929499 , 6.03647396517e-13
-1.20627065998357 , 8.56791032673e-13
-1.20502541909169 , 1.10993466883e-12
-1.20377937814279 , 1.36307830499e-12
-1.20253253715506 , 1.61622194114e-12
-1.20128489615396 , 1.8693655773e-12
-0.71 , 9.06e-11
-0.20999999999999996 , 1.66e-10
0.14000000000000012 , 2.13e-10
0.79 , 2.91e-10
1.29 , 3.46e-10
1.79 , 3.96e-10
2.29 , 4.44e-10
2.79 , 4.89e-10
