#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.0070047804735782e-14
-0.2799728067778051 , 1.31596904176e-13
-0.26940595333260003 , 1.01563095815e-11
-0.25790492132480003 , 2.01810222588e-11
-0.24547121513870002 , 3.02057349362e-11
-0.23210633378880002 , 4.02304476135e-11
-0.21781177103660004 , 5.02551602908e-11
-0.20258901529570003 , 6.02798729682e-11
-0.18643954977710003 , 7.03045856455e-11
0.21999999999999997 , 2.34e-10
0.72 , 3.63e-10
1.07 , 4.35e-10
1.72 , 5.5e-10
2.2199999999999998 , 6.26e-10
2.7199999999999998 , 6.96e-10
3.2199999999999998 , 7.61e-10
3.7199999999999998 , 8.22e-10
