#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.374924638166897e-10
-0.7500355766387656 , 4.26700679038e-09
-0.749585998768453 , 4.29592702554e-09
-0.74864837661153 , 4.3248472607e-09
-0.74722282454604 , 4.35376749587e-09
-0.74530945689185 , 4.38268773103e-09
-0.74290838796878 , 4.41160796619e-09
-0.74001973186387 , 4.44052820135e-09
-0.7366436028969 , 4.46944843652e-09
-0.25 , 5.53e-09
0.25 , 6.05e-09
0.6000000000000001 , 6.34e-09
1.25 , 6.79e-09
1.75 , 7.09e-09
2.25 , 7.36e-09
2.75 , 7.61e-09
3.25 , 7.84e-09
