#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.890273112730398e-14
-0.00999679677421227 , 1.39745481018e-13
-0.00886154276464 , 4.65799967906e-13
-0.00772174426471 , 7.91854454794e-13
-0.00657740271141 , 1.11790894168e-12
-0.0054285195417500005 , 1.44396342857e-12
-0.00427509617817 , 1.77001791546e-12
-0.0031171340576800002 , 2.09607240235e-12
-0.001954634613650001 , 2.42212688923e-12
0.49 , 9.08e-11
0.99 , 1.49e-10
1.34 , 1.83e-10
1.99 , 2.37e-10
2.49 , 2.75e-10
2.99 , 3.09e-10
3.49 , 3.41e-10
3.99 , 3.72e-10
