#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.1254404226793854e-11
-0.40001072906889024 , 1.39511218174e-09
-0.39891747489164003 , 1.41656840602e-09
-0.39599774587114 , 1.4380246303e-09
-0.39125297606952003 , 1.45948085458e-09
-0.38468459759900003 , 1.48093707886e-09
-0.3762940406799 , 1.50239330314e-09
-0.3660827336047 , 1.52384952741e-09
-0.35405210275200005 , 1.54530575169e-09
0.09999999999999998 , 1.89e-09
0.6 , 2.09e-09
0.9500000000000001 , 2.2e-09
1.6 , 2.37e-09
2.1 , 2.49e-09
2.6 , 2.59e-09
3.1 , 2.69e-09
3.6 , 2.78e-09
