#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 2.66496169447e-09
0.0019478947579 , 2.68260188598e-09
0.00579471531091 , 2.70024207748e-09
0.0115385856261 , 2.71788226899e-09
0.0191776328138 , 2.7355224605e-09
0.0287099871493 , 2.75316265201e-09
0.0401337820367 , 2.77080284352e-09
0.0534471540159 , 2.78844303503e-09
0.5000, 3.05e-09 
1.0000, 3.22e-09 
1.3500, 3.31e-09 
2.0000, 3.45e-09 
2.5000, 3.54e-09 
3.0000, 3.63e-09 
3.5000, 3.71e-09 
4.0000, 3.78e-09 
