#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.3379813413276797e-15
-0.005198599999858 , 2.29696882051e-14
0.0035652053229520003 , 3.26934428597e-12
0.012788168609442 , 6.51571888373e-12
0.022468777486242 , 9.76209348149e-12
0.032605531141642 , 1.30084680793e-11
0.043196940201642 , 1.6254842677e-11
0.054241526599042 , 1.95012172748e-11
0.065737823431842 , 2.27475918725e-11
0.494801400000142 , 1.02e-10
0.9948014000001419 , 1.62e-10
1.344801400000142 , 1.97e-10
1.994801400000142 , 2.52e-10
2.494801400000142 , 2.9e-10
2.994801400000142 , 3.25e-10
3.494801400000142 , 3.58e-10
3.994801400000142 , 3.88e-10
