#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 7.456788859008583e-16
-0.01 , 1.07322742468e-14
-0.00820876332524 , 7.93295491021e-12
-0.0063146138470600004 , 1.58551775462e-11
-0.00431756438571 , 2.37774001822e-11
-0.00221762763045 , 3.16996228181e-11
-1.4816357870000088e-05 , 3.96218454541e-11
0.0022908567572999996 , 4.75440680901e-11
0.0046993789385000005 , 5.5466290726e-11
0.49 , 6.39e-10
0.99 , 9.47e-10
1.34 , 1.12e-09
1.99 , 1.39e-09
2.49 , 1.56e-09
2.99 , 1.73e-09
3.49 , 1.87e-09
3.99 , 2.01e-09
