#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.2287710934281046e-13
-0.14 , 7.60166929009e-13
-0.1293644721669 , 6.45675518143e-12
-0.11840617156910002 , 1.21533434339e-11
-0.10712536158880001 , 1.78499316863e-11
-0.09552230516480001 , 2.35465199387e-11
-0.0835972647698 , 2.92431081911e-11
-0.07135050242560001 , 3.49396964436e-11
-0.05878227968120002 , 4.0636284696e-11
0.36 , 1.81e-10
0.86 , 2.96e-10
1.21 , 3.62e-10
1.8599999999999999 , 4.68e-10
2.36 , 5.4e-10
2.86 , 6.05e-10
3.36 , 6.66e-10
3.86 , 7.23e-10
